Date,Daily_Return,Cumulative_Return,Portfolio_Value,Daily_PnL,Equity_Curve,Portfolio_Growth
2013-02-26,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-02-27,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-02-28,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-01,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-04,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-05,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-06,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-07,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-08,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-11,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-12,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-13,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-14,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-15,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-18,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-19,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-20,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-21,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-22,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-25,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-26,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-03-28,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-01,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-02,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-03,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-04,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-05,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-08,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-09,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-10,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-11,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-12,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-15,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-16,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-17,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-18,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-22,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-23,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-25,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-26,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-29,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-04-30,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-02,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-03,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-06,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-07,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-08,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-09,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-10,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-13,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-14,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-15,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-16,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-17,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-20,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-21,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-22,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-23,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-24,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-27,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-28,0.0,0.0,100000.0,0.0,100000.0,1.0
2013-05-29,-0.003338758605922352,-0.003338758605922365,99666.12413940777,-333.87586059223395,99666.12413940777,0.9966612413940776
2013-05-30,0.003235424312684306,-0.00011413659400594245,99988.5863405994,322.46220119163627,99988.5863405994,0.9998858634059941
2013-05-31,-0.022550373328005125,-0.02266193609920586,97733.80639007941,-2254.7799505199946,97733.80639007941,0.977338063900794
2013-06-03,-0.0077933141945502925,-0.0302786387054782,96972.13612945218,-761.6702606272302,96972.13612945218,0.9697213612945218
2013-06-04,-0.0033420790375548993,-0.03351952413932979,96648.04758606703,-324.08854338515084,96648.04758606703,0.9664804758606703
2013-06-05,0.0007432957789279482,-0.03280114328120631,96719.88567187937,71.83808581234189,96719.88567187937,0.9671988567187937
2013-06-06,-0.00041361534679437803,-0.03320119157174717,96679.88084282528,-40.00482905408717,96679.88084282528,0.9667988084282528
2013-06-07,-0.0068226944658406384,-0.03979736445159188,96020.26355484081,-659.6172879844671,96020.26355484081,0.9602026355484081
2013-06-10,-0.0005101173269852066,-0.04028718045340207,95971.28195465979,-48.98160018102499,95971.28195465979,0.9597128195465979
2013-06-11,-0.015175262897669276,-0.05485107479628515,94514.89252037149,-1456.3894342882995,94514.89252037149,0.9451489252037149
2013-06-12,-0.0049405075905097585,-0.059520590235416226,94047.94097645838,-466.95154391310643,94047.94097645838,0.9404794097645839
2013-06-13,-0.01060728717484015,-0.06949652541681339,93050.34745831866,-997.5935181397217,93050.34745831866,0.9305034745831866
2013-06-14,0.01917843217606398,-0.051650927639927846,94834.90723600722,1784.5597776885552,94834.90723600722,0.9483490723600722
2013-06-17,0.007170632711935662,-0.04485066475932886,95514.93352406712,680.0262880599039,95514.93352406712,0.9551493352406712
2013-06-18,-0.006230666105106276,-0.05080188134772767,94919.81186522724,-595.121658839882,94919.81186522724,0.9491981186522724
2013-06-19,0.0014878736408507362,-0.049389594487039834,95061.04055129601,141.22868606877455,95061.04055129601,0.9506104055129602
2013-06-20,-0.028571445344368587,-0.07654990773194148,92345.00922680585,-2716.0313244901627,92345.00922680585,0.9234500922680585
2013-06-21,0.002077476653207903,-0.07463146172485191,92536.8538275148,191.84460070895148,92536.8538275148,0.925368538275148
2013-06-24,-0.013656436737869558,-0.08726869862702125,91273.13013729788,-1263.7236902169243,91273.13013729788,0.9127313013729788
2013-06-25,0.003371959689861813,-0.08419100547111646,91580.89945288835,307.7693155904708,91580.89945288835,0.9158089945288835
2013-06-26,0.0026606277884266088,-0.0817543786113818,91824.56213886182,243.6626859734679,91824.56213886182,0.9182456213886182
2013-06-27,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-06-28,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-01,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-02,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-03,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-04,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-05,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-08,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-09,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-10,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-11,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-12,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-15,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-16,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-17,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-18,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-19,0.0,-0.0817543786113818,91824.56213886182,0.0,91824.56213886182,0.9182456213886182
2013-07-22,0.00296900531428096,-0.0790281024816637,92097.18975183363,272.62761297181714,92097.18975183363,0.9209718975183363
2013-07-23,0.007626247801568607,-0.07200454257290811,92799.54574270919,702.355990875556,92799.54574270919,0.9279954574270919
2013-07-24,-0.014363718367322673,-0.0853340079695456,91466.59920304544,-1332.9465396637534,91466.59920304544,0.9146659920304544
2013-07-25,-0.013855270845505384,-0.09800695302230045,90199.30469776996,-1267.2945052754803,90199.30469776996,0.9019930469776996
2013-07-26,-0.003605553057553957,-0.1012591368107233,89874.08631892767,-325.21837884228444,89874.08631892767,0.8987408631892767
2013-07-29,-0.009267488559460033,-0.10958820747824916,89041.17925217509,-832.9070667525812,89041.17925217509,0.890411792521751
2013-07-30,-0.013135235986211087,-0.12128397649792766,87871.60235020723,-1169.5769019678555,87871.60235020723,0.8787160235020723
2013-07-31,-0.0022675398355147,-0.12327650008532376,87672.34999146762,-199.25235873961356,87672.34999146762,0.8767234999146762
2013-08-01,-0.002464281146595263,-0.12543699327694047,87456.30067230595,-216.0493191616697,87456.30067230595,0.8745630067230595
2013-08-02,-0.008720583545463047,-0.13306369304284027,86693.63069571597,-762.669976589983,86693.63069571597,0.8669363069571597
2013-08-05,0.0013209109228755715,-0.1319185474055432,86808.14525944568,114.51456372971006,86808.14525944568,0.8680814525944568
2013-08-06,-0.025178510712102743,-0.15377554555867046,84622.44544413296,-2185.6998153127206,84622.44544413296,0.8462244544413295
2013-08-07,-0.004176986304073256,-0.1573102135150437,84268.97864849563,-353.4667956373305,84268.97864849563,0.8426897864849563
2013-08-08,0.008434310641922932,-0.1502027060810539,84979.72939189461,710.7507433989813,84979.72939189461,0.8497972939189461
2013-08-12,0.008399737824025387,-0.14306463160856842,85693.53683914315,713.8074472485459,85693.53683914315,0.8569353683914316
2013-08-13,-0.0028648318999286164,-0.1455196073881132,85448.03926118868,-245.49757795447658,85448.03926118868,0.8544803926118868
2013-08-14,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-16,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-19,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-20,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-21,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-22,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-23,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-26,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-27,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-28,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-29,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-08-30,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-02,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-03,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-04,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-05,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-06,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-10,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-11,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-12,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-13,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-16,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-17,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-18,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-19,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-20,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-23,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-24,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-25,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-26,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-27,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-09-30,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-10-01,0.0,-0.1455196073881132,85448.03926118868,0.0,85448.03926118868,0.8544803926118868
2013-10-03,0.014869434471962574,-0.13281396718259386,86718.60328174061,1270.5640205519303,86718.60328174061,0.8671860328174061
2013-10-04,-0.0004061780709119491,-0.13316619913252536,86683.38008674746,-35.223194993144716,86683.38008674746,0.8668338008674746
2013-10-07,-0.00019465786091261888,-0.13333493514596906,86666.5064854031,-16.8736013443704,86666.5064854031,0.8666650648540309
2013-10-08,0.0037672596137748697,-0.13006998284847493,86993.00171515251,326.49522974941647,86993.00171515251,0.8699300171515251
2013-10-09,0.013334170142182553,-0.1184701879879847,88152.98120120153,1159.979486049022,88152.98120120153,0.8815298120120153
2013-10-10,0.002247209641543728,-0.116489205695123,88351.0794304877,198.0982292861736,88351.0794304877,0.883510794304877
2013-10-11,0.012498027314456862,-0.10544706365528322,89455.29363447167,1104.2142039839673,89455.29363447167,0.8945529363447168
2013-10-14,0.002706604027322988,-0.10302586307511907,89697.41369248809,242.120058016415,89697.41369248809,0.8969741369248809
2013-10-15,-0.00386905784175972,-0.106496307893444,89350.3692106556,-347.0444818324904,89350.3692106556,0.893503692106556
2013-10-17,-0.007094654899684644,-0.11283540824053406,88716.4591759466,-633.9100347089989,88716.4591759466,0.8871645917594659
2013-10-18,0.02373528911271379,-0.09177830016456046,90822.16998354395,2105.710807597352,90822.16998354395,0.9082216998354395
2013-10-21,0.0025204742679134215,-0.08948915074056463,91051.08492594353,228.9149423995841,91051.08492594353,0.9105108492594354
2013-10-22,-0.0003465604972340475,-0.08980469783322098,91019.5302166779,-31.5547092656343,91019.5302166779,0.910195302166779
2013-10-23,-0.0039417211261232685,-0.09339243388466989,90660.75661153301,-358.7736051448883,90660.75661153301,0.9066075661153301
2013-10-24,-0.0022659771263708224,-0.09544678589208189,90455.32141079182,-205.43520074119442,90455.32141079182,0.9045532141079182
2013-10-25,-0.0031552710349620093,-0.09830089644813844,90169.91035518616,-285.41105560565484,90169.91035518616,0.9016991035518617
2013-10-28,-0.007127830458360135,-0.10472805478271152,89527.19452172884,-642.7158334573178,89527.19452172884,0.8952719452172885
2013-10-29,0.019635771052751837,-0.087148699836473,91285.1300163527,1757.93549462386,91285.1300163527,0.912851300163527
2013-10-30,0.004951099270564675,-0.08262908243009948,91737.09175699005,451.9617406373436,91737.09175699005,0.9173709175699005
2013-10-31,0.007589888438160807,-0.07566633950933066,92433.36604906693,696.2742920768796,92433.36604906693,0.9243336604906692
2013-11-01,0.0012779967286942473,-0.07448504411500168,92551.49558849983,118.12953943290631,92551.49558849983,0.9255149558849983
2013-11-05,-0.008569617468131119,-0.08241635324797036,91758.36467520296,-793.1309132968745,91758.36467520296,0.9175836467520296
2013-11-06,-0.0060769373185436,-0.08799245155380309,91200.75484461969,-557.6098305832711,91200.75484461969,0.9120075484461969
2013-11-07,-0.004489015193861836,-0.0920864672956947,90791.35327043053,-409.4015741891635,90791.35327043053,0.9079135327043053
2013-11-08,-0.007515455169905855,-0.0989098507488847,90109.01492511154,-682.338345318989,90109.01492511154,0.9010901492511154
2013-11-11,-0.010088376063591581,-0.10800038704172787,89199.96129582722,-909.0536292843171,89199.96129582722,0.8919996129582722
2013-11-12,-0.009993749087304092,-0.11691480735960524,88308.51926403948,-891.4420317877375,88308.51926403948,0.8830851926403949
2013-11-13,-0.004727396408233499,-0.12108950112745764,87891.04988725424,-417.4693767852441,87891.04988725424,0.8789104988725424
2013-11-14,0.011110892814620655,-0.11132402078084003,88867.59792191599,976.5480346617551,88867.59792191599,0.88867597921916
2013-11-18,0.021936395201320326,-0.09182967329476821,90817.03267052319,1949.434748607193,90817.03267052319,0.9081703267052319
2013-11-19,0.002318645606115689,-0.08972394815714846,91027.60518428516,210.57251376197382,91027.60518428516,0.9102760518428515
2013-11-20,-0.012968830397448582,-0.10152916388835753,89847.08361116424,-1180.5215731209173,89847.08361116424,0.8984708361116425
2013-11-21,-0.02022735952433946,-0.11970285651252155,88029.71434874785,-1817.369262416396,88029.71434874785,0.8802971434874785
2013-11-22,-0.0006000299201029069,-0.12023106113719517,87976.89388628048,-52.82046246736718,87976.89388628048,0.8797689388628048
2013-11-25,0.01999848192175675,-0.10263701791802426,89736.29820819758,1759.4043219170999,89736.29820819758,0.8973629820819757
2013-11-26,-0.00919816512574778,-0.11089111080494773,88910.88891950523,-825.4092886923463,88910.88891950523,0.8891088891950524
2013-11-27,-0.0003300820200632813,-0.11118458966314937,88881.54103368506,-29.34788582017063,88881.54103368506,0.8888154103368506
2013-11-28,0.005737068801858872,-0.10608539450189436,89391.46054981057,509.91951612550474,89391.46054981057,0.8939146054981056
2013-11-29,0.013829952912402417,-0.09372259760014678,90627.74023998532,1236.2796901747497,90627.74023998532,0.9062774023998532
2013-12-02,0.006759929298400391,-0.08759622643518583,91240.37735648142,612.637116496102,91240.37735648142,0.9124037735648142
2013-12-03,-0.0025732366893230544,-0.08994405730079968,91005.59426992004,-234.7830865613796,91005.59426992004,0.9100559426992004
2013-12-04,-0.006594790538263178,-0.09594568562100259,90405.43143789974,-600.1628320203017,90405.43143789974,0.9040543143789974
2013-12-05,0.013009341059879252,-0.08418453470859089,91581.5465291409,1176.1150912411686,91581.5465291409,0.915815465291409
2013-12-06,0.003012258158551243,-0.08142586210153946,91857.41378984606,275.8672607051558,91857.41378984606,0.9185741378984607
2013-12-09,0.01661368418384161,-0.06616496147504991,93383.503852495,1526.0900626489456,93383.503852495,0.9338350385249501
2013-12-10,-0.004879052965001024,-0.07072119208858696,92927.8807911413,-455.62306135370454,92927.8807911413,0.929278807911413
2013-12-11,-0.003939805131615845,-0.07438236950469823,92561.76304953017,-366.11774161113135,92561.76304953017,0.9256176304953017
2013-12-12,-0.011231962896228758,-0.0847788723865166,91522.11276134834,-1039.6502881818305,91522.11276134834,0.9152211276134834
2013-12-13,-0.011006790789478011,-0.09485251986426835,90514.74801357316,-1007.3647477751801,90514.74801357316,0.9051474801357317
2013-12-16,-0.0022209498813532905,-0.09686280705288297,90313.7192947117,-201.02871886146022,90313.7192947117,0.903137192947117
2013-12-17,-0.002542835577420902,-0.09915933643840091,90084.0663561599,-229.65293855179334,90084.0663561599,0.9008406635615991
2013-12-18,0.01272185438153903,-0.08769897269560123,91230.10273043987,1146.0363742799673,91230.10273043987,0.9123010273043988
2013-12-19,-0.008122693001332079,-0.09510931386519472,90489.06861348053,-741.0341169593448,90489.06861348053,0.9048906861348053
2013-12-20,0.01744871191979856,-0.0793201369639196,92067.98630360804,1578.917690127506,92067.98630360804,0.9206798630360804
2013-12-23,0.0016336613937920866,-0.07781605781563572,92218.39421843643,150.40791482839268,92218.39421843643,0.9221839421843643
2013-12-24,-0.0025618740800779694,-0.08017857695418196,91982.14230458181,-236.2519138546195,91982.14230458181,0.919821423045818
2013-12-26,0.001675068624143469,-0.07863781294862282,92136.21870513771,154.0764005559031,92136.21870513771,0.9213621870513771
2013-12-27,0.005558282961434498,-0.07351662120302516,92648.33787969749,512.1191745597753,92648.33787969749,0.9264833787969748
2013-12-30,-0.0035952528957914143,-0.07684756325354758,92315.24367464524,-333.0942050522426,92315.24367464524,0.9231524367464524
2013-12-31,0.002050500253295264,-0.07495463894816878,92504.53610518313,189.29243053788377,92504.53610518313,0.9250453610518313
2014-01-02,-0.01314246472973509,-0.08711201497919752,91288.79850208024,-1215.7376031028834,91288.79850208024,0.9128879850208025
2014-01-03,-0.0016074198752601364,-0.08857940927020613,91142.05907297939,-146.73942910085316,91142.05907297939,0.9114205907297939
2014-01-06,-0.0031716682644893825,-0.091470133033426,90852.9866966574,-289.07237632198667,90852.9866966574,0.908529866966574
2014-01-07,-0.004716212582087351,-0.0957549530232159,90424.5046976784,-428.4819989789976,90424.5046976784,0.9042450469767841
2014-01-08,0.002004153946407562,-0.0939427067437979,90605.72932562021,181.2246279418032,90605.72932562021,0.9060572932562021
2014-01-09,-0.0010122113013233635,-0.09485982817567828,90514.01718243217,-91.71214318803686,90514.01718243217,0.9051401718243217
2014-01-10,0.0005025813397699208,-0.09440492161544323,90559.50783845568,45.49065602351038,90559.50783845568,0.9055950783845569
2014-01-13,0.016414262690549113,-0.07954024610757082,92045.97538924291,1486.4675507872307,92045.97538924291,0.9204597538924292
2014-01-14,-0.004926053540113985,-0.0840744801367651,91592.5519863235,-453.42340291941946,91592.5519863235,0.915925519863235
2014-01-15,0.012664483037999004,-0.07247475692638683,92752.52430736132,1159.9723210378288,92752.52430736132,0.9275252430736133
2014-01-16,-0.0003164106426141019,-0.07276823578458858,92723.17642154114,-29.347885820185184,92723.17642154114,0.9272317642154114
2014-01-17,-0.009060121363651502,-0.08116906810061297,91883.0931899387,-840.0832316024316,91883.0931899387,0.918830931899387
2014-01-20,0.006755454812782954,-0.07496194725957928,92503.80527404207,620.7120841033611,92503.80527404207,0.9250380527404207
2014-01-21,0.0015624503794976023,-0.07351662120302538,92648.33787969746,144.5326056553895,92648.33787969746,0.9264833787969746
2014-01-22,0.003983400076500337,-0.06982606724104912,93017.39327589508,369.05539619762567,93017.39327589508,0.9301739327589509
2014-01-23,0.0010569111327305065,-0.06884295605614044,93115.70439438596,98.31111849087756,93115.70439438596,0.9311570439438596
2014-01-24,-0.012433699236166261,-0.08042068268217595,91957.9317317824,-1157.7726626035583,91957.9317317824,0.919579317317824
2014-01-27,-0.020888004522878686,-0.09962885962145629,90037.11403785436,-1920.8176939280384,90037.11403785436,0.9003711403785436
2014-01-28,-0.0015645912959830963,-0.10103757247084688,89896.2427529153,-140.87128493905766,89896.2427529153,0.8989624275291531
2014-01-29,-0.0009793919608243216,-0.10191800904545201,89808.1990954548,-88.0436574605119,89808.1990954548,0.898081990954548
2014-01-30,-0.007605866539357052,-0.10874870081005239,89125.12991899476,-683.0691764600342,89125.12991899476,0.8912512991899476
2014-01-31,0.0026013474783779774,-0.10643024649030353,89356.97535096965,231.8454319748853,89356.97535096965,0.8935697535096965
2014-02-03,-0.014401871305115362,-0.1192993230824938,88070.06769175062,-1286.907659219025,88070.06769175062,0.8807006769175062
2014-02-04,-0.00014993874721498743,-0.11943137423866224,88056.86257613378,-13.205115616845433,88056.86257613378,0.8805686257613378
2014-02-05,0.0035827959722512324,-0.11627647651299378,88372.35234870062,315.48977256684157,88372.35234870062,0.8837235234870062
2014-02-06,0.0023080337687871816,-0.11423681277851427,88576.31872214857,203.96637344795454,88576.31872214857,0.8857631872214857
2014-02-07,0.0044564371378821264,-0.11028946481561164,88971.05351843884,394.73479629027133,88971.05351843884,0.8897105351843885
2014-02-10,-0.0016080616977710532,-0.111720174249345,88827.9825750655,-143.07094337334274,88827.9825750655,0.888279825750655
2014-02-11,0.0015280542007536056,-0.11036283453016205,88963.7165469838,135.7339719182928,88963.7165469838,0.889637165469838
2014-02-12,0.003513253831018789,-0.10723731335035847,89276.26866496415,312.5521179803618,89276.26866496415,0.8927626866496415
2014-02-13,-0.013625887959196252,-0.11940199769279758,88059.80023072024,-1216.468434243914,88059.80023072024,0.8805980023072024
2014-02-14,0.003074291709047812,-0.11669478255530041,88330.52174446995,270.72151374971145,88330.52174446995,0.8833052174446995
2014-02-18,0.0,-0.11669478255530041,88330.52174446995,0.0,88330.52174446995,0.8833052174446995
2014-02-19,0.0,-0.11669478255530041,88330.52174446995,0.0,88330.52174446995,0.8833052174446995
2014-02-20,0.0,-0.11669478255530041,88330.52174446995,0.0,88330.52174446995,0.8833052174446995
2014-02-21,0.0,-0.11669478255530041,88330.52174446995,0.0,88330.52174446995,0.8833052174446995
2014-02-24,0.0,-0.11669478255530041,88330.52174446995,0.0,88330.52174446995,0.8833052174446995
